Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End	MP ID	Term
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0002644	decreased circulating triglyceride level
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0002764	short tibia
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0002874	decreased hemoglobin content
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0002875	decreased erythrocyte cell number
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0002896	abnormal bone mineralization
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0002905	decreased circulating parathyroid hormone level
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0003179	thrombocytopenia
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0004609	vertebral fusion
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0004924	abnormal behavior
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0005409	darkened coat color
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0005567	decreased circulating total protein level
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0005597	decreased susceptibility to type I hypersensitivity reaction
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0008805	decreased circulating amylase level
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0009355	increased liver triglyceride level
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0010067	increased red blood cell distribution width
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0010869	decreased bone trabecula number
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0011110	preweaning lethality, incomplete penetrance
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0011276	increased tail pigmentation
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0011278	increased ear pigmentation
Gna11	current symbol	MGI:95766	10	-	81364558	81380996	MP:0013630	increased bone trabecular spacing
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0000063	decreased bone mineral density
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0000414	alopecia
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0000427	abnormal hair cycle
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0000607	abnormal hepatocyte morphology
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0001244	thin dermal layer
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0001262	decreased body weight
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0001263	weight loss
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0001406	abnormal gait
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0001958	emphysema
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0002083	premature death
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0002152	abnormal brain morphology
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0002628	hepatic steatosis
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0002655	abnormal keratinocyte morphology
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0002857	cochlear ganglion degeneration
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0003674	oxidative stress
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0003887	increased hepatocyte apoptosis
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0004777	abnormal phospholipid level
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0005311	abnormal circulating amino acid level
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0005332	abnormal amino acid level
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0005459	decreased percent body fat/body weight
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0005584	abnormal enzyme/coenzyme activity
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0008412	increased cellular sensitivity to oxidative stress
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0009355	increased liver triglyceride level
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0009763	increased sensitivity to induced morbidity/mortality
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0009820	abnormal liver vasculature morphology
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0010027	increased liver cholesterol level
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0010252	anterior subcapsular cataract
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0010911	abnormal pulmonary acinus morphology
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0011229	abnormal vitamin C level
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0011967	increased or absent threshold for auditory brainstem response
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0030679	decreased hydroxyproline level
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0030827	femur fracture
Rgn	current symbol	MGI:108024	X	+	20416026	20428328	MP:0030884	rachitic rosary
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0000599	enlarged liver
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0000603	pale liver
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0001262	decreased body weight
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0002628	hepatic steatosis
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0002981	increased liver weight
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0003457	abnormal circulating ketone body level
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0003458	decreased circulating ketone body level
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0003961	decreased lean body mass
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0005202	lethargy
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0005389	reproductive system phenotype
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0005455	increased susceptibility to weight gain
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0008489	slow postnatal weight gain
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0009355	increased liver triglyceride level
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0011086	postnatal lethality, incomplete penetrance
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0014142	increased body fat mass
Hmgcs2	current symbol	MGI:101939	3	+	98187751	98218054	MP:0031116	microvesicular hepatic steatosis
2210415F13Rik		No associated gene					
Clca6		No associated gene					
Cyp4a12		No associated gene					
Cdh17	current symbol	MGI:1095414	4	+	11758157	11817905	MP:0001805	decreased IgG level
Cdh17	current symbol	MGI:1095414	4	+	11758157	11817905	MP:0002362	abnormal spleen marginal zone morphology
Cdh17	current symbol	MGI:1095414	4	+	11758157	11817905	MP:0003132	increased pre-B cell number
Cdh17	current symbol	MGI:1095414	4	+	11758157	11817905	MP:0005017	decreased B cell number
Cdh17	current symbol	MGI:1095414	4	+	11758157	11817905	MP:0008168	decreased B-1a cell number
Cdh17	current symbol	MGI:1095414	4	+	11758157	11817905	MP:0008178	decreased germinal center B cell number
Cdh17	current symbol	MGI:1095414	4	+	11758157	11817905	MP:0008182	decreased marginal zone B cell number
Cdh17	current symbol	MGI:1095414	4	+	11758157	11817905	MP:0008186	increased pro-B cell number
Cdh17	current symbol	MGI:1095414	4	+	11758157	11817905	MP:0008211	decreased mature B cell number
Cdh17	current symbol	MGI:1095414	4	+	11758157	11817905	MP:0008484	decreased spleen germinal center size
Cdh17	current symbol	MGI:1095414	4	+	11758157	11817905	MP:0008537	increased susceptibility to induced colitis
Ptprh	current symbol	MGI:3026877	7	-	4551611	4607040	
F12	current symbol	MGI:1891012	13	-	55565771	55574606	MP:0002169	no abnormal phenotype detected
F12	current symbol	MGI:1891012	13	-	55565771	55574606	MP:0003075	abnormal response to CNS ischemic injury
F12	current symbol	MGI:1891012	13	-	55565771	55574606	MP:0006058	decreased cerebral infarct size
F12	current symbol	MGI:1891012	13	-	55565771	55574606	MP:0009812	abnormal bradykinin level
F12	current symbol	MGI:1891012	13	-	55565771	55574606	MP:0012359	increased partial thromboplastin time
Apoa4	current symbol	MGI:88051	9	+	46152142	46154756	MP:0000186	decreased circulating HDL cholesterol level
Apoa4	current symbol	MGI:88051	9	+	46152142	46154756	MP:0002118	abnormal lipid homeostasis
Apoa4	current symbol	MGI:88051	9	+	46152142	46154756	MP:0002644	decreased circulating triglyceride level
Apoa4	current symbol	MGI:88051	9	+	46152142	46154756	MP:0003976	decreased circulating VLDL triglyceride level
Apoa4	current symbol	MGI:88051	9	+	46152142	46154756	MP:0005179	decreased circulating cholesterol level
Apoa4	current symbol	MGI:88051	9	+	46152142	46154756	MP:0005278	abnormal cholesterol homeostasis
Apoa4	current symbol	MGI:88051	9	+	46152142	46154756	MP:0008537	increased susceptibility to induced colitis
Apoa4	current symbol	MGI:88051	9	+	46152142	46154756	MP:0011939	increased food intake
BC018285		No associated gene					
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0000285	abnormal heart valve morphology
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0000295	trabecula carnea hypoplasia
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0001146	abnormal testis morphology
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0001156	abnormal spermatogenesis
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0001289	persistence of hyaloid vascular system
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0001325	abnormal retina morphology
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0001929	abnormal gametogenesis
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0002090	abnormal vision
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0002169	no abnormal phenotype detected
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0002864	abnormal ocular fundus morphology
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0003567	abnormal fetal cardiomyocyte proliferation
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0003698	abnormal male reproductive system physiology
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0004056	abnormal myocardium compact layer morphology
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0004182	abnormal spermiation
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0005201	abnormal retina pigment epithelium morphology
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0005400	abnormal vitamin level
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0005551	abnormal eye electrophysiology
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0005561	increased mean corpuscular hemoglobin
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0006203	eye hemorrhage
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0006380	abnormal spermatid morphology
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0008507	thin retina ganglion layer
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0008515	thin retina outer nuclear layer
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0008518	retina outer nuclear layer degeneration
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0008587	short photoreceptor outer segment
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0011234	abnormal retinol level
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0011965	decreased total retina thickness
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0012143	decreased a-wave amplitude
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0012144	decreased b-wave amplitude
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0012147	increased a-wave implicit time
Rbp4	current symbol	MGI:97879	19	-	38105077	38113729	MP:0012150	increased b-wave implicit time
Slc5a4b	current symbol	MGI:1890478	10	-	75894452	75946852	
Creb3l3	current symbol	MGI:2384786	10	-	80920163	80934706	MP:0002169	no abnormal phenotype detected
Creb3l3	current symbol	MGI:2384786	10	-	80920163	80934706	MP:0005087	decreased acute inflammation
Creb3l3	current symbol	MGI:2384786	10	-	80920163	80934706	MP:0008874	decreased physiological sensitivity to xenobiotic
Creb3l3	current symbol	MGI:2384786	10	-	80920163	80934706	MP:0009767	decreased sensitivity to xenobiotic induced morbidity/mortality
Creb3l3	current symbol	MGI:2384786	10	-	80920163	80934706	MP:0031233	decreased circulating serum amyloid protein level
Cyp4a14	current symbol	MGI:1096550	4	-	115343397	115353339	MP:0002118	abnormal lipid homeostasis
Cyp4a14	current symbol	MGI:1096550	4	-	115343397	115353339	MP:0002842	increased systemic arterial blood pressure
Cyp4a14	current symbol	MGI:1096550	4	-	115343397	115353339	MP:0002843	decreased systemic arterial blood pressure
Cyp4a14	current symbol	MGI:1096550	4	-	115343397	115353339	MP:0005529	abnormal renal vascular resistance
Cyp4a14	current symbol	MGI:1096550	4	-	115343397	115353339	MP:0005531	increased renal vascular resistance
Cyp4a14	current symbol	MGI:1096550	4	-	115343397	115353339	MP:0006143	increased systemic arterial diastolic blood pressure
Cyp4a14	current symbol	MGI:1096550	4	-	115343397	115353339	MP:0006144	increased systemic arterial systolic blood pressure
Defcr22		No associated gene					
Trfr2		No associated gene					
AI313915		No associated gene					
Spp2	current symbol	MGI:1922646	1	+	88334683	88354160	
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0000164	abnormal cartilage development
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0000189	hypoglycemia
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0000521	abnormal kidney cortex morphology
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0000599	enlarged liver
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0000603	pale liver
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0000607	abnormal hepatocyte morphology
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0001552	increased circulating triglyceride level
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0001654	hepatic necrosis
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0001732	postnatal growth retardation
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0002064	seizures
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0002078	abnormal glucose homeostasis
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0002083	premature death
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0002118	abnormal lipid homeostasis
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0002135	abnormal kidney morphology
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0002628	hepatic steatosis
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0002703	abnormal renal tubule morphology
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0002705	dilated renal tubule
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0002901	increased urine phosphate level
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0002932	abnormal joint morphology
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0002959	increased urine microalbumin level
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0002981	increased liver weight
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0003055	abnormal long bone epiphyseal plate morphology
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0003068	enlarged kidney
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0003324	increased liver adenoma incidence
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0003917	increased kidney weight
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0005178	increased circulating cholesterol level
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0005326	abnormal podocyte morphology
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0005560	decreased circulating glucose level
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0008821	increased blood uric acid level
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0009350	decreased urine pH
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0009355	increased liver triglyceride level
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0009640	abnormal renal tubule epithelium morphology
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0009642	abnormal blood homeostasis
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0009643	abnormal urine homeostasis
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0009810	increased urine uric acid level
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0010400	increased liver glycogen level
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0011346	renal tubule atrophy
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0011363	renal glomerulus atrophy
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0011435	increased urine magnesium level
G6pc	current symbol	MGI:95607	11	+	101258542	101268729	MP:0031003	increased kidney glycogen level
Dio1	current symbol	MGI:94896	4	-	107148662	107164365	MP:0001260	increased body weight
Dio1	current symbol	MGI:94896	4	-	107148662	107164365	MP:0002135	abnormal kidney morphology
Dio1	current symbol	MGI:94896	4	-	107148662	107164365	MP:0002876	abnormal thyroid gland physiology
Dio1	current symbol	MGI:94896	4	-	107148662	107164365	MP:0003638	abnormal response/metabolism to endogenous compounds
Dio1	current symbol	MGI:94896	4	-	107148662	107164365	MP:0003868	abnormal feces composition
Dio1	current symbol	MGI:94896	4	-	107148662	107164365	MP:0005179	decreased circulating cholesterol level
Dio1	current symbol	MGI:94896	4	-	107148662	107164365	MP:0005468	abnormal thyroid hormone level
Dio1	current symbol	MGI:94896	4	-	107148662	107164365	MP:0005470	increased thyroxine level
Dio1	current symbol	MGI:94896	4	-	107148662	107164365	MP:0005474	increased triiodothyronine level
Dio1	current symbol	MGI:94896	4	-	107148662	107164365	MP:0005477	increased circulating thyroxine level
Dio1	current symbol	MGI:94896	4	-	107148662	107164365	MP:0005480	increased circulating triiodothyronine level
Dio1	current symbol	MGI:94896	4	-	107148662	107164365	MP:0009643	abnormal urine homeostasis
Cyp8b1	current symbol	MGI:1338044	9	-	121743422	121745371	MP:0000609	abnormal liver physiology
Cyp8b1	current symbol	MGI:1338044	9	-	121743422	121745371	MP:0002118	abnormal lipid homeostasis
Cyp8b1	current symbol	MGI:1338044	9	-	121743422	121745371	MP:0002647	decreased intestinal cholesterol absorption
Cyp8b1	current symbol	MGI:1338044	9	-	121743422	121745371	MP:0002791	steatorrhea
Cyp8b1	current symbol	MGI:1338044	9	-	121743422	121745371	MP:0004772	abnormal bile secretion
Cyp8b1	current symbol	MGI:1338044	9	-	121743422	121745371	MP:0004774	abnormal bile salt level
Cyp8b1	current symbol	MGI:1338044	9	-	121743422	121745371	MP:0005179	decreased circulating cholesterol level
Cyp8b1	current symbol	MGI:1338044	9	-	121743422	121745371	MP:0005365	abnormal bile salt homeostasis
Cat	current symbol	MGI:88271	2	-	103284249	103315498	MP:0002644	decreased circulating triglyceride level
Cat	current symbol	MGI:88271	2	-	103284249	103315498	MP:0003186	abnormal redox activity
Cat	current symbol	MGI:88271	2	-	103284249	103315498	MP:0004499	increased incidence of tumors by chemical induction
Cat	current symbol	MGI:88271	2	-	103284249	103315498	MP:0005179	decreased circulating cholesterol level
Cat	current symbol	MGI:88271	2	-	103284249	103315498	MP:0009767	decreased sensitivity to xenobiotic induced morbidity/mortality
Cat	current symbol	MGI:88271	2	-	103284249	103315498	MP:0010264	increased hepatoma incidence
Cat	current symbol	MGI:88271	2	-	103284249	103315498	MP:0010269	decreased mammary gland tumor incidence
Cat	current symbol	MGI:88271	2	-	103284249	103315498	MP:0010957	abnormal aerobic respiration
Cat	current symbol	MGI:88271	2	-	103284249	103315498	MP:0011592	abnormal catalase activity
Olfr380		No associated gene					
Ethe1	current symbol	MGI:1913321	7	+	24286968	24308350	MP:0000192	abnormal mineral level
Ethe1	current symbol	MGI:1913321	7	+	24286968	24308350	MP:0001402	decreased locomotor activity
Ethe1	current symbol	MGI:1913321	7	+	24286968	24308350	MP:0001406	abnormal gait
Ethe1	current symbol	MGI:1913321	7	+	24286968	24308350	MP:0001732	postnatal growth retardation
Ethe1	current symbol	MGI:1913321	7	+	24286968	24308350	MP:0002083	premature death
Ethe1	current symbol	MGI:1913321	7	+	24286968	24308350	MP:0005266	abnormal metabolism
Ethe1	current symbol	MGI:1913321	7	+	24286968	24308350	MP:0005584	abnormal enzyme/coenzyme activity
Ethe1	current symbol	MGI:1913321	7	+	24286968	24308350	MP:0008935	decreased mean platelet volume
Ethe1	current symbol	MGI:1913321	7	+	24286968	24308350	MP:0009642	abnormal blood homeostasis
Ethe1	current symbol	MGI:1913321	7	+	24286968	24308350	MP:0009643	abnormal urine homeostasis
Ethe1	current symbol	MGI:1913321	7	+	24286968	24308350	MP:0011110	preweaning lethality, incomplete penetrance
Ethe1	current symbol	MGI:1913321	7	+	24286968	24308350	MP:0013405	increased circulating lactate level
Gstt1	current symbol	MGI:107379	10	-	75619647	75634418	MP:0001402	decreased locomotor activity
Gstt1	current symbol	MGI:107379	10	-	75619647	75634418	MP:0005559	increased circulating glucose level
Gstt1	current symbol	MGI:107379	10	-	75619647	75634418	MP:0008875	abnormal xenobiotic pharmacokinetics
5730439E10Rik		No associated gene					
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0000183	decreased circulating LDL cholesterol level
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0000186	decreased circulating HDL cholesterol level
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0000609	abnormal liver physiology
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0001147	small testis
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0002118	abnormal lipid homeostasis
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0002169	no abnormal phenotype detected
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0002646	increased intestinal cholesterol absorption
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0002781	increased circulating testosterone level
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0002941	increased circulating alanine transaminase level
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0003378	early sexual maturation
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0004774	abnormal bile salt level
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0004789	increased bile salt level
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0004852	decreased testis weight
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0004884	abnormal testis physiology
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0004928	increased epididymis weight
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0005146	decreased circulating VLDL cholesterol level
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0005179	decreased circulating cholesterol level
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0005343	increased circulating aspartate transaminase level
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0005365	abnormal bile salt homeostasis
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0009355	increased liver triglyceride level
Nr0b2	current symbol	MGI:1346344	4	+	133280687	133283847	MP:0010180	increased susceptibility to weight loss
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0000208	decreased hematocrit
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0000230	abnormal systemic arterial blood pressure
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0000242	impaired fertilization
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0000519	hydronephrosis
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0000530	abnormal kidney blood vessel morphology
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0001260	increased body weight
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0001399	hyperactivity
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0001544	abnormal cardiovascular system physiology
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0001596	hypotension
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0001697	abnormal embryo size
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0001762	polyuria
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0001764	abnormal homeostasis
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0001859	kidney inflammation
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0001922	reduced male fertility
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0001935	decreased litter size
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0002083	premature death
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0002135	abnormal kidney morphology
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0002626	increased heart rate
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0002833	increased heart weight
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0002987	abnormal urine osmolality
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0002988	decreased urine osmolality
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0003014	abnormal kidney medulla morphology
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0003058	increased insulin secretion
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0003185	decreased angiotensin I-converting enzyme activity
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0003352	increased circulating renin level
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0003626	kidney medulla hypoplasia
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0003638	abnormal response/metabolism to endogenous compounds
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0003670	dilated renal glomerular capsule
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0003918	decreased kidney weight
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0003984	embryonic growth retardation
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0004193	abnormal kidney papilla morphology
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0004194	abnormal kidney pelvis morphology
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0004937	dilated heart
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0004970	kidney atrophy
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0005166	decreased susceptibility to injury
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0005325	abnormal renal glomerulus morphology
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0005416	abnormal circulating protein level
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0005553	increased circulating creatinine level
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0005565	increased blood urea nitrogen level
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0005582	increased renin activity
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0005619	increased urine potassium level
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0006264	decreased systemic arterial systolic blood pressure
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0006319	abnormal epididymal fat pad morphology
Ace	current symbol	MGI:87874	11	+	105858774	105880790	MP:0006373	abnormal circulating angiotensinogen level
